u_id	document_id	person_id	speaker_note_id
i-QhgdXveQc2cNGcjPrcdcTC	4	Q6017016	i-P4djrUeg69SdeW12e5seVZ
i-TaLjj5NdgE5yHJxNj5LNPk	4	Q6017016	i-P4djrUeg69SdeW12e5seVZ
i-cceb7ba30ab71cb6-40	4	Q6017016	i-P4djrUeg69SdeW12e5seVZ
i-WoxCjf7a2wJi5hGjGvpKoe	4	Q6017016	i-P4djrUeg69SdeW12e5seVZ
i-cceb7ba30ab71cb6-41	4	Q6017016	i-P4djrUeg69SdeW12e5seVZ
i-e48d92ab00347fdb-0	4	Q5789726	i-RsiFiERj3GESokvkKMqMNm
i-e48d92ab00347fdb-1	4	Q5789726	i-RsiFiERj3GESokvkKMqMNm
i-D9k5h3w3fWBQUQGQ79jL3k	5	Q927466	i-BY5uxHY35n98Ga84wtwiBp
i-3RJHidrK971VSSwmXeE8HF	5	Q927466	i-BY5uxHY35n98Ga84wtwiBp
i-WaibrpRcPijY2XJ7oPYvim	5	Q927466	i-BY5uxHY35n98Ga84wtwiBp
i-77065fda0d2cea20-0	5	Q5557484	i-UCqgxACMYqXvGgLHKJL1A2
i-RVB7nFUJvG8whpzH7eLoUR	5	Q5557484	i-UCqgxACMYqXvGgLHKJL1A2
i-6be1e54be88a2004-0	5	Q927466	i-5P2JG1m934WcLKrQRri2n1
i-JwC6KBS9eSEHjcfYkjgku6	5	Q5561426	i-6vJwDsbcg2aggWkBZViTLp
i-6be1e54be88a2004-2	5	Q5561426	i-6vJwDsbcg2aggWkBZViTLp
i-6be1e54be88a2004-3	5	Q5561426	i-6vJwDsbcg2aggWkBZViTLp
i-3892ccf83f7f42e2-0	5	Q5577506	i-FtYo2hDBxZhhfQGJDNvcQ
i-3892ccf83f7f42e2-1	5	Q5969341	i-VkAYQyp3Z1mtkdZqj5sN87
i-3892ccf83f7f42e2-2	5	Q5969341	i-VkAYQyp3Z1mtkdZqj5sN87
i-6be1e54be88a2004-4	5	Q108219916	i-VKedsg154qer1eWL4xmdPw
i-6be1e54be88a2004-5	5	Q108219916	i-VKedsg154qer1eWL4xmdPw
i-BnWzkoLQVSTiVwmd9nuFaT	5	Q108219916	i-VKedsg154qer1eWL4xmdPw
i-6be1e54be88a2004-7	5	Q108219916	i-VKedsg154qer1eWL4xmdPw
i-6be1e54be88a2004-8	5	Q5969341	i-QDgKRuibxkfAVh5xspeKzg
i-6be1e54be88a2004-9	5	Q5969341	i-QDgKRuibxkfAVh5xspeKzg
i-6be1e54be88a2004-10	5	Q108219916	i-F4VT8U3VC4mEpPG7ty86Fk
i-6be1e54be88a2004-11	5	Q5969341	i-3G98fCUo9tjfPbJsxskLGQ
i-6be1e54be88a2004-12	5	Q5969341	i-3G98fCUo9tjfPbJsxskLGQ
i-6be1e54be88a2004-14	5	Q6020187	i-HjFzNeuunatEVt2M93adWs
i-6be1e54be88a2004-15	5	Q6020187	i-HjFzNeuunatEVt2M93adWs
i-0620affaf4986988-0	5	Q6231399	i-7PVw98K7r84bCN5acDdAnc
i-CmsNwVydccyqkiTvfMRN3z	5	Q6231399	i-7PVw98K7r84bCN5acDdAnc
i-0620affaf4986988-1	5	Q6231399	i-7PVw98K7r84bCN5acDdAnc
i-6be1e54be88a2004-16	5	Q5989925	i-T5S5jUe92Fpn9PZvuY2W2Q
i-6be1e54be88a2004-17	5	Q5989925	i-T5S5jUe92Fpn9PZvuY2W2Q
i-0620affaf4986988-2	5	Q6231399	i-3bLJMGhNQn7LsW5oksBeUT
i-0620affaf4986988-3	5	Q6231399	i-P8zrryEbzSqXBuZGmnpPCR
i-0620affaf4986988-4	5	Q6231399	i-P8zrryEbzSqXBuZGmnpPCR
i-6be1e54be88a2004-18	5	Q5989925	i-QsQRtvcnPP6tipqDTQj1cC
i-6be1e54be88a2004-19	5	Q5989925	i-QsQRtvcnPP6tipqDTQj1cC
i-0620affaf4986988-5	5	Q6231399	i-GSyBt8TcENQqSFDT5U8ULs
i-87776f0e8d2eb709-0	5	Q5789726	i-VXHRAy4EWehfQEM3B6L9Pv
i-87776f0e8d2eb709-1	5	Q5789726	i-VXHRAy4EWehfQEM3B6L9Pv
i-87776f0e8d2eb709-2	5	Q5789726	i-VXHRAy4EWehfQEM3B6L9Pv
i-87776f0e8d2eb709-4	5	Q5789726	i-VXHRAy4EWehfQEM3B6L9Pv
i-Y9Wrfc392777u422wby4Ys	5	Q5789726	i-VXHRAy4EWehfQEM3B6L9Pv
i-Wgj1dUbLsq4yLNaEBhe3Pk	5	Q5789726	i-VXHRAy4EWehfQEM3B6L9Pv
i-D5TZrZKMXQ55BFHuPZ7usR	5	Q6047050	i-LixCJXUoeLkiJRg8rToybo
i-4cccab0d3df8ec45-1	5	Q6047050	i-LixCJXUoeLkiJRg8rToybo
i-4cccab0d3df8ec45-2	5	Q6047050	i-LixCJXUoeLkiJRg8rToybo
i-D6u2RpF7AMav92qFK67zUL	5	Q6047050	i-LixCJXUoeLkiJRg8rToybo
i-b772957cb7ec6058-0	5	Q5887928	i-VZJKh2rXdk2guGWDgbSUqa
i-b772957cb7ec6058-1	5	Q5887928	i-VZJKh2rXdk2guGWDgbSUqa
i-4cccab0d3df8ec45-3	5	Q6047050	i-LULTL2MWUXhnQXrqm7HBu1
i-4cccab0d3df8ec45-4	5	Q6047050	i-LULTL2MWUXhnQXrqm7HBu1
i-b772957cb7ec6058-2	5	Q5887928	i-HAf8PuNzsqZPAP81PANRcm
i-b772957cb7ec6058-3	5	Q5887928	i-HAf8PuNzsqZPAP81PANRcm
i-6be1e54be88a2004-20	5	unknown	i-CW2GDoKbEsyb2xHCjsExJS
i-SqhScuEMrw7KsNfnPQGHjb	5	unknown	i-CW2GDoKbEsyb2xHCjsExJS
i-6be1e54be88a2004-21	5	unknown	missing
i-8752b098edfb7acd-0	5	Q6180594	i-Tn9nb4pDrRTb6n9CAHHZtR
i-8752b098edfb7acd-1	5	Q6180594	i-Tn9nb4pDrRTb6n9CAHHZtR
i-8752b098edfb7acd-2	5	Q6180594	i-Tn9nb4pDrRTb6n9CAHHZtR
i-6613f56950259eb4-0	5	Q5807811	i-F6uGSRR3VxSpMN8dxdprQ5
i-6613f56950259eb4-1	5	Q5807811	i-F6uGSRR3VxSpMN8dxdprQ5
i-6613f56950259eb4-2	5	Q5807811	i-F6uGSRR3VxSpMN8dxdprQ5
i-6613f56950259eb4-3	5	Q5807811	i-F6uGSRR3VxSpMN8dxdprQ5
i-8mGR26vGAAgWEnPeDUEoiY	5	Q5807811	i-F6uGSRR3VxSpMN8dxdprQ5
i-6be1e54be88a2004-22	5	Q108219916	i-NgT3hhcLs2Uq73yAwFM9Po
i-9dcdca755549b846-0	5	Q2954414	i-YUTw3gyrtZPi5VtotUhaHa
i-9dcdca755549b846-1	5	Q2954414	i-YUTw3gyrtZPi5VtotUhaHa
i-9dcdca755549b846-2	5	Q2954414	i-YUTw3gyrtZPi5VtotUhaHa
i-MpuaKJn7DuBoFHDYtDC9Q1	5	Q2954414	i-YUTw3gyrtZPi5VtotUhaHa
i-6613f56950259eb4-4	5	unknown	i-2EYFhe8osn2D2TjB6RXGpy
i-8752b098edfb7acd-3	5	Q6180594	i-8DnFVuHYQ6jFicU7XoiiMT
i-8752b098edfb7acd-4	5	Q6180594	i-8DnFVuHYQ6jFicU7XoiiMT
i-6be1e54be88a2004-23	5	Q108219916	i-878VmNLPf4B7edFcpYGKjR
i-6be1e54be88a2004-24	5	Q108219916	i-878VmNLPf4B7edFcpYGKjR
i-6be1e54be88a2004-25	5	Q108219916	i-878VmNLPf4B7edFcpYGKjR
i-6613f56950259eb4-6	5	Q5807811	i-94mSaVN9rAX3nip4ZMFmQ2
i-6be1e54be88a2004-26	5	Q5807811	i-94mSaVN9rAX3nip4ZMFmQ2
i-9dcdca755549b846-3	5	Q2954414	i-5J1znvtFzeXQy7oy3VvNET
i-9dcdca755549b846-4	5	Q2954414	i-5J1znvtFzeXQy7oy3VvNET
i-8752b098edfb7acd-5	5	Q6180594	i-8PQ3MRah4EEQXofg36vj3D
i-6613f56950259eb4-5	5	Q5807811	i-VqSykrdW7CMAhbiXvNhB7A
i-9dcdca755549b846-5	5	Q2954414	i-UtAsLQ8kwZnkFpYsum1PgQ
i-6be1e54be88a2004-27	5	Q108219916	i-CxQmoXy5HyYzMYKfQfYz2K
i-6be1e54be88a2004-28	5	Q108219916	i-CxQmoXy5HyYzMYKfQfYz2K
i-7k3CwQ7DgD4Rt7GuF1bCp6	5	Q108219916	i-CxQmoXy5HyYzMYKfQfYz2K
i-6be1e54be88a2004-30	5	Q108219916	i-CxQmoXy5HyYzMYKfQfYz2K
i-6be1e54be88a2004-31	5	Q6340136	i-4g9xW3jzR13gNCjSkapMxi
i-6be1e54be88a2004-32	5	Q6340136	i-4g9xW3jzR13gNCjSkapMxi
i-6be1e54be88a2004-33	5	Q3379728	i-LmX8PTipVTdaLqqF2N9hbD
i-6be1e54be88a2004-34	5	Q3379728	i-LmX8PTipVTdaLqqF2N9hbD
i-6be1e54be88a2004-35	5	Q5954195	i-RHKr75rYq11pCjAr7KBsNY
i-6be1e54be88a2004-36	5	Q5954195	i-RHKr75rYq11pCjAr7KBsNY
i-6be1e54be88a2004-37	5	Q5954195	i-RHKr75rYq11pCjAr7KBsNY
i-3892ccf83f7f42e2-3	5	Q5577506	i-DDCkBxH34TVxpxn1h3u6JQ
i-3892ccf83f7f42e2-4	5	Q5577506	i-DDCkBxH34TVxpxn1h3u6JQ
i-3892ccf83f7f42e2-5	5	Q5577506	i-DDCkBxH34TVxpxn1h3u6JQ
i-DAhbZWyQqXXPs2wFSDdrAQ	5	Q5577506	i-DDCkBxH34TVxpxn1h3u6JQ
i-6be1e54be88a2004-38	5	Q6340136	i-2kS4pt6ooYPNeePC1TxfA3
i-6be1e54be88a2004-39	5	Q3379728	i-Qkk6VpwTBnebaP4aSqXmfM
i-6be1e54be88a2004-40	5	Q3379728	i-Qkk6VpwTBnebaP4aSqXmfM
i-6be1e54be88a2004-41	5	Q5954195	i-V4Wg1TbWsGRbj2kQvAughv
i-6be1e54be88a2004-42	5	Q5954195	i-V4Wg1TbWsGRbj2kQvAughv
i-3892ccf83f7f42e2-6	5	Q5577506	i-MYdk3Ry3g6XjzMLMpWaRJD
i-3892ccf83f7f42e2-7	5	Q5577506	i-MYdk3Ry3g6XjzMLMpWaRJD
i-3892ccf83f7f42e2-8	5	Q5577506	i-MYdk3Ry3g6XjzMLMpWaRJD
i-6be1e54be88a2004-43	5	Q6340136	i-Uhw6juAFZAmXnkUzU9BMt6
i-6be1e54be88a2004-44	5	Q6340136	i-Uhw6juAFZAmXnkUzU9BMt6
i-6be1e54be88a2004-45	5	Q3379728	i-WdNDT5X7CimkQnjKy85Ltb
i-6be1e54be88a2004-46	5	Q3379728	i-WdNDT5X7CimkQnjKy85Ltb
i-3892ccf83f7f42e2-9	5	Q5577506	i-P7McpWfHrVMq1FwpXgrABz
i-6be1e54be88a2004-47	5	Q6340136	i-TELatFJ2PxLCuhybSztv1u
i-Qzhk9oBbXDnN1mnYXpz1fR	5	Q6340136	i-TELatFJ2PxLCuhybSztv1u
i-8NE7poiURX4mRrjRbxbReZ	5	Q6340136	i-TELatFJ2PxLCuhybSztv1u
i-Nr5qXWJq9ZYdTw1FkP9YcJ	5	Q6340136	i-TELatFJ2PxLCuhybSztv1u
i-ANe3bj9poiF4KpTbsGyaXX	5	Q6340136	i-TELatFJ2PxLCuhybSztv1u
i-6be1e54be88a2004-54	5	Q6070749	i-6CGJAfZWbstAs5HHFvMQGK
i-BdZXtEeydmuhptKadrapXp	5	Q6070749	i-6CGJAfZWbstAs5HHFvMQGK
i-6be1e54be88a2004-55	5	Q6070749	i-6CGJAfZWbstAs5HHFvMQGK
i-UQYKWm55nRgbuVXyqJD15i	5	Q6070749	i-6CGJAfZWbstAs5HHFvMQGK
i-6be1e54be88a2004-56	5	Q6070749	i-6CGJAfZWbstAs5HHFvMQGK
i-6be1e54be88a2004-57	5	Q6070749	i-6CGJAfZWbstAs5HHFvMQGK
i-6be1e54be88a2004-58	5	Q6070749	i-6CGJAfZWbstAs5HHFvMQGK
i-815zFdJ9GgZB7cBxU9gxvB	5	Q6070749	i-6CGJAfZWbstAs5HHFvMQGK
i-6be1e54be88a2004-59	5	Q6046795	i-9SxqN3q61EgePufT8beybc
i-WPWM4VKR6Yb5G3RwQ3b7HY	5	Q6046795	i-9SxqN3q61EgePufT8beybc
i-bd4f8dd8fb6c96bc-0	5	Q369024	i-SM4sWLWhqUp45X87U2CMGm
i-bd4f8dd8fb6c96bc-1	5	Q369024	i-SM4sWLWhqUp45X87U2CMGm
i-8d4Vqei4puPGV5zK3yubmR	5	Q369024	i-SM4sWLWhqUp45X87U2CMGm
i-H259NYVgfxT1bXRZu5eAuJ	5	Q369024	i-SM4sWLWhqUp45X87U2CMGm
i-5970a486bb0df1f9-0	5	Q5802833	i-5PG4VY5XwwB78Kxyi5aAwW
i-4cccab0d3df8ec45-5	5	unknown	i-H5tzxLRrvnucjn57HEf9Ky
i-4cccab0d3df8ec45-6	5	unknown	i-H5tzxLRrvnucjn57HEf9Ky
i-23DX9qdcHvk84HFb5hkcMS	5	unknown	missing
i-4cccab0d3df8ec45-7	5	unknown	missing
i-NZAmPuWddVb4PjQQG2nYXK	5	unknown	missing
i-4cccab0d3df8ec45-8	5	unknown	missing
i-4cccab0d3df8ec45-9	5	unknown	missing
i-6347b30b76ee49dd-0	5	Q369024	i-ANe5UjnAYmSgK8qckWaPc6
i-6be1e54be88a2004-96	5	Q6070749	i-CnAHpwnYzrpFPKQNFJr6gm
i-4cccab0d3df8ec45-10	5	Q6070749	i-CnAHpwnYzrpFPKQNFJr6gm
i-6e96558551dfc101-0	5	unknown	i-JnMS4CQE2Zd5Fqhrhq1qHN
i-6be1e54be88a2004-97	5	Q6070749	i-R34jkMFaqKpFcFfA1GhDq
i-3f68455fa2525544-0	5	Q5554059	i-bnvd8irgo9Z4ij7hKtxDA
i-3f68455fa2525544-1	5	Q5554059	i-bnvd8irgo9Z4ij7hKtxDA
i-3f68455fa2525544-11	5	Q5554059	i-bnvd8irgo9Z4ij7hKtxDA
i-Uiczc3pq6xqA8snmUuVB9J	5	Q5554059	i-bnvd8irgo9Z4ij7hKtxDA
i-6be1e54be88a2004-60	5	Q4966432	i-5h6mRSkAxeA1wrX71tyCXz
i-6be1e54be88a2004-61	5	Q4966432	i-5h6mRSkAxeA1wrX71tyCXz
i-VBpf2P391JhJLAgSMJWuFS	5	Q4966432	i-5h6mRSkAxeA1wrX71tyCXz
i-6be1e54be88a2004-62	5	Q4966432	i-5h6mRSkAxeA1wrX71tyCXz
i-ECHzrW7bFu4mdZipLNvWMc	5	Q4966432	i-5h6mRSkAxeA1wrX71tyCXz
i-6be1e54be88a2004-63	5	Q4966432	i-5h6mRSkAxeA1wrX71tyCXz
i-6be1e54be88a2004-64	5	Q4966432	i-5h6mRSkAxeA1wrX71tyCXz
i-Dz96U7fkDf7zheVwczV6jP	5	Q4966432	i-5h6mRSkAxeA1wrX71tyCXz
i-6be1e54be88a2004-65	5	Q4966432	i-5h6mRSkAxeA1wrX71tyCXz
i-T63k7oNqiRFHh2vufi3rBb	5	Q4966432	i-5h6mRSkAxeA1wrX71tyCXz
i-6be1e54be88a2004-66	5	Q5546257	i-6WkxMqzFENgmUbuTW8oGtG
i-6be1e54be88a2004-67	5	Q5546257	i-6WkxMqzFENgmUbuTW8oGtG
i-6be1e54be88a2004-68	5	Q5546257	i-6WkxMqzFENgmUbuTW8oGtG
i-6be1e54be88a2004-69	5	Q5546257	i-6WkxMqzFENgmUbuTW8oGtG
i-6be1e54be88a2004-70	5	Q4966432	i-EUBJzKxEartEmXbTwg2wyb
i-6be1e54be88a2004-71	5	Q4966432	i-EUBJzKxEartEmXbTwg2wyb
i-6be1e54be88a2004-72	5	Q5546257	i-VysYuH4CmKrjBJaEvCqAAZ
i-Qyfc79wSjRcqYnFUX3QVKm	5	Q5546257	i-VysYuH4CmKrjBJaEvCqAAZ
i-6be1e54be88a2004-77	5	Q5546257	i-VysYuH4CmKrjBJaEvCqAAZ
i-92996c1e7f101a93-0	5	Q6257757	i-57SVsNWMJuXv8Ag8PKkjBY
i-92996c1e7f101a93-1	5	Q6257757	i-57SVsNWMJuXv8Ag8PKkjBY
i-92996c1e7f101a93-2	5	Q6257757	i-57SVsNWMJuXv8Ag8PKkjBY
i-GszXktoT1GVEmDinCNJcQ1	5	Q6257757	i-57SVsNWMJuXv8Ag8PKkjBY
i-92996c1e7f101a93-4	5	Q6257757	i-57SVsNWMJuXv8Ag8PKkjBY
i-Any1y8noP2q48xoCDddLnC	5	Q6170780	i-HukzQXrcA6gpdbZ6Rwcgw1
i-c0a56e8ee4fe12af-1	5	Q6170780	i-HukzQXrcA6gpdbZ6Rwcgw1
i-c0a56e8ee4fe12af-2	5	Q6170780	i-HukzQXrcA6gpdbZ6Rwcgw1
i-XgYknzJHbjmLbDKNrLAZqi	5	Q6170780	i-HukzQXrcA6gpdbZ6Rwcgw1
i-c0a56e8ee4fe12af-3	5	Q6170780	i-HukzQXrcA6gpdbZ6Rwcgw1
i-6be1e54be88a2004-80	5	Q6017016	i-GcPKxKjVf4rcd7dbRnYGs8
i-p91g5TDBp2XGvBeKX6sMX	5	Q6017016	i-GcPKxKjVf4rcd7dbRnYGs8
i-6be1e54be88a2004-82	5	Q6017016	i-GcPKxKjVf4rcd7dbRnYGs8
i-6be1e54be88a2004-83	5	Q6017016	i-GcPKxKjVf4rcd7dbRnYGs8
i-c0a56e8ee4fe12af-4	5	Q6170780	i-3RSgRxYC7TfZ161GjdxS9M
i-9dcdca755549b846-6	5	Q2954414	i-2e2JoCSkL53wkWwg2uBp1i
i-9dcdca755549b846-7	5	Q2954414	i-2e2JoCSkL53wkWwg2uBp1i
i-84VvK9wtPBmpJaBuQQ3xsd	5	unknown	i-39Mc6UGaw2ZLs6uQK3vPFe
i-6be1e54be88a2004-86	5	unknown	i-39Mc6UGaw2ZLs6uQK3vPFe
i-D5QLYLuh6GhEyaDUGFNuk1	5	unknown	missing
i-6kaLdEgPSCQFHgNQjrKjse	5	unknown	missing
i-Kzvx6rFZyNTSdbbMsSKudV	5	unknown	missing
i-6be1e54be88a2004-87	5	unknown	missing
i-fe06aa736fc448b3-0	5	Q6010180	i-oYUGXs3ymU4mrcLcorfdV
i-fe06aa736fc448b3-1	5	Q6010180	i-oYUGXs3ymU4mrcLcorfdV
i-K9ov8ZrieETRhfvkAhW24t	5	Q6010180	i-oYUGXs3ymU4mrcLcorfdV
i-AZBdNXSzApTxTk8pjYF7ts	5	Q116040430	i-KsXGfg8y7NveFu4ZyPCuTB
i-HFjSQUhHtNZYjX1zr6tb5f	5	Q116040430	i-KsXGfg8y7NveFu4ZyPCuTB
i-SMvXabGJyMTgY6yJ6d8cqi	5	Q116040430	i-KsXGfg8y7NveFu4ZyPCuTB
i-defe4e9c614ae3a2-1	5	Q116040430	i-KsXGfg8y7NveFu4ZyPCuTB
i-defe4e9c614ae3a2-2	5	Q116040430	i-KsXGfg8y7NveFu4ZyPCuTB
i-9dcdca755549b846-10	5	Q2954414	i-4b31DUsdubycw58QcyC7Aj
i-9dcdca755549b846-11	5	Q2954414	i-4b31DUsdubycw58QcyC7Aj
i-9dcdca755549b846-12	5	Q2954414	i-4b31DUsdubycw58QcyC7Aj
i-fe06aa736fc448b3-2	5	Q6010180	i-9t2Zt5eAsksS7ADqhfNSK3
i-fe06aa736fc448b3-3	5	Q6010180	i-9t2Zt5eAsksS7ADqhfNSK3
i-defe4e9c614ae3a2-3	5	Q116040430	i-3b3cjFnPecmrbW62sr5Y93
i-9dcdca755549b846-13	5	Q2954414	i-LMit2TyoitR7VYB5NrU456
i-9dcdca755549b846-14	5	Q2954414	i-LMit2TyoitR7VYB5NrU456
i-fe06aa736fc448b3-4	5	Q6010180	i-XwNZRnKVhg9SJkLBJn1yGP
i-9dcdca755549b846-15	5	Q2954414	i-717iPcDqKuJQzeuD6kAs9w
i-9dcdca755549b846-16	5	Q2954414	i-717iPcDqKuJQzeuD6kAs9w
i-07f8bb6500f3d27f-0	5	Q6255268	i-QkiqkPJVU6yEpxLD2gEHRQ
i-Ux8FzQ8c9tGvvvm5VvNUcD	5	Q6255268	i-QkiqkPJVU6yEpxLD2gEHRQ
i-07f8bb6500f3d27f-1	5	Q6255268	i-QkiqkPJVU6yEpxLD2gEHRQ
i-07f8bb6500f3d27f-2	5	Q6255268	i-QkiqkPJVU6yEpxLD2gEHRQ
i-07f8bb6500f3d27f-3	5	Q6255268	i-QkiqkPJVU6yEpxLD2gEHRQ
i-07f8bb6500f3d27f-4	5	Q6255268	i-QkiqkPJVU6yEpxLD2gEHRQ
i-07f8bb6500f3d27f-5	5	Q6255268	i-QkiqkPJVU6yEpxLD2gEHRQ
i-GBGP5PaKLKTKVhoZjZKAuZ	5	Q6255268	i-QkiqkPJVU6yEpxLD2gEHRQ
i-07f8bb6500f3d27f-6	5	Q6255268	i-QkiqkPJVU6yEpxLD2gEHRQ
i-VjrLWny8tCC4ma9NJRNYn4	5	Q6255268	i-QkiqkPJVU6yEpxLD2gEHRQ
i-07f8bb6500f3d27f-7	5	Q6255268	i-QkiqkPJVU6yEpxLD2gEHRQ
i-07f8bb6500f3d27f-8	5	Q6255268	i-QkiqkPJVU6yEpxLD2gEHRQ
i-07f8bb6500f3d27f-9	5	Q6255268	i-QkiqkPJVU6yEpxLD2gEHRQ
i-56ZGBN1z5MhJtgK7TbKq7Q	5	Q6194302	i-GrH2oaGaaM7Hx1KSZm3rB2
i-b806bf9edf539b9f-1	5	Q6194302	i-GrH2oaGaaM7Hx1KSZm3rB2
i-b806bf9edf539b9f-2	5	Q6194302	i-GrH2oaGaaM7Hx1KSZm3rB2
i-b806bf9edf539b9f-3	5	Q6194302	i-GrH2oaGaaM7Hx1KSZm3rB2
i-07f8bb6500f3d27f-10	5	Q6255268	i-HoDrkZVw9XyTWJCbbBoWq7
i-07f8bb6500f3d27f-11	5	Q6255268	i-HoDrkZVw9XyTWJCbbBoWq7
i-07f8bb6500f3d27f-12	5	Q6255268	i-HoDrkZVw9XyTWJCbbBoWq7
i-b806bf9edf539b9f-4	5	Q6194302	i-kKwchvmGcCczwx5qpBvmM
i-3YDEGDupFt9av7vVCxszks	5	Q6194302	i-kKwchvmGcCczwx5qpBvmM
i-PLdxuoex6AF2jmD66WkKbM	5	unknown	i-QTXv4S4qVbJSug8jSGuXLk
i-6be1e54be88a2004-89	5	Q3424655	i-Rb5yPNtEnwcSC5HgW9LJFi
i-NvZXCiL5KzQUvR5nutNQvW	5	Q3424655	i-Rb5yPNtEnwcSC5HgW9LJFi
i-6be1e54be88a2004-90	5	Q3424655	i-Rb5yPNtEnwcSC5HgW9LJFi
i-6be1e54be88a2004-91	5	Q3424655	i-Rb5yPNtEnwcSC5HgW9LJFi
i-6be1e54be88a2004-92	5	Q3424655	i-Rb5yPNtEnwcSC5HgW9LJFi
i-6be1e54be88a2004-93	5	Q3424655	i-Rb5yPNtEnwcSC5HgW9LJFi
i-6be1e54be88a2004-94	5	Q3424655	i-Rb5yPNtEnwcSC5HgW9LJFi
i-6be1e54be88a2004-95	5	Q3424655	i-Rb5yPNtEnwcSC5HgW9LJFi
i-3558ae7c1b094e0e-0	5	Q5715273	i-K2zMg7q6rdAQdCd6asg5sA
i-3558ae7c1b094e0e-1	5	Q5715273	i-K2zMg7q6rdAQdCd6asg5sA
i-3558ae7c1b094e0e-2	5	unknown	i-BVfwrihpA5T7uDEYYvye84
i-7emR4Nd9U6pXyyrYH4BiXT	5	unknown	i-BVfwrihpA5T7uDEYYvye84
i-F7HxwenFCU8AFdwctgo84U	6	Q5784568	i-GmpTmMyyUivoVPEGzvy5eG
i-FMU5prTXzHjoLfWspG2AJm	6	Q5784568	i-GmpTmMyyUivoVPEGzvy5eG
i-R1mfFNpdbvFJExf1QSXs2P	6	Q5784568	i-GmpTmMyyUivoVPEGzvy5eG
i-2Z4KMeJPrWrbwPdNT2fd53	6	Q5784568	i-GmpTmMyyUivoVPEGzvy5eG
i-X34X9bB5798oxSpn8cFyKK	6	Q5784568	i-GmpTmMyyUivoVPEGzvy5eG
i-5jVjvL2eAe6nC1zfCtDJP6	6	Q5784568	i-GmpTmMyyUivoVPEGzvy5eG
i-6W5Eh99UovPVEtPMq6HtUY	6	Q5784568	i-GmpTmMyyUivoVPEGzvy5eG
i-6rE8YuaZKmd9brnQtVS7gr	6	Q5784568	i-GmpTmMyyUivoVPEGzvy5eG
i-6YAzxncbnPsviYQMSn5qww	6	Q5784568	i-GmpTmMyyUivoVPEGzvy5eG
i-6962e6a547ff5795-0	6	unknown	i-W5kiFqZNFC2zokVXCeLfro
i-LCZJ8zXyJd82sKBZvGNyZK	6	unknown	i-W5kiFqZNFC2zokVXCeLfro
i-EhnuxQ48gWBBbNcNAoDdAN	6	unknown	missing
i-LTev8g6ZX6d1uQNv1Sm5H2	6	unknown	missing
i-DCozM7bT8PsKJ6KLPnVt2a	6	unknown	missing
i-2fgotDniTwtKwADDEmxQJi	6	unknown	missing
i-6962e6a547ff5795-1	6	unknown	missing
i-T9bH9auM6ieetRRekLP4gD	6	unknown	missing
i-LT3mx4LeT7xEshp8zw1Zpx	6	unknown	missing
i-8qNqakVep7636DaWvkzKcN	6	unknown	missing
i-6962e6a547ff5795-3	6	unknown	i-F7dhfyko2YLxtDCbxgkSD
i-67SdwjUWXZBHSCuiBSbR3Q	6	unknown	i-F7dhfyko2YLxtDCbxgkSD
i-6962e6a547ff5795-4	6	unknown	missing
i-6962e6a547ff5795-5	6	unknown	missing
i-6962e6a547ff5795-6	6	unknown	missing
i-8RP78A4QJ1ptts25iyKJNc	6	unknown	missing
i-5UQaxqsEruvY2f4AW3qLV3	6	Q6180020	i-QWeNiL5PSXJcaS3BfedJuj
i-6962e6a547ff5795-11	6	Q5997101	i-4vP9JWQg17eap3FgUbAsso
i-CAA6oqXoBL6zhHGERvFuNg	6	Q5997101	i-4vP9JWQg17eap3FgUbAsso
i-6962e6a547ff5795-14	6	Q6072689	i-Fm8rc8Wph5W4RzT98eRMvq
i-6962e6a547ff5795-15	6	Q6172705	i-VqRGkB2GpqVqWoqU3BirdQ
i-6962e6a547ff5795-16	6	Q6172705	i-VqRGkB2GpqVqWoqU3BirdQ
i-6962e6a547ff5795-17	6	Q6172705	i-VqRGkB2GpqVqWoqU3BirdQ
i-7iosrewzCUBDyrjYMEa8W6	6	Q6172705	i-VqRGkB2GpqVqWoqU3BirdQ
i-6962e6a547ff5795-18	6	Q6172705	i-VqRGkB2GpqVqWoqU3BirdQ
i-V98pjHnoeemWX1ofER896L	6	Q5577840	i-XwHduHhCY7ALJfMMASoebP
i-6962e6a547ff5795-19	6	Q5577840	i-XwHduHhCY7ALJfMMASoebP
i-6962e6a547ff5795-20	6	Q5577840	i-XwHduHhCY7ALJfMMASoebP
i-6962e6a547ff5795-21	6	unknown	i-Q71kM75RGPz3Ft5MMv1h42
i-6962e6a547ff5795-22	6	unknown	i-Q71kM75RGPz3Ft5MMv1h42
i-6962e6a547ff5795-23	6	Q6156731	i-AbaW8XSXpARevB7PnZqdC3
i-6962e6a547ff5795-24	6	Q6156731	i-AbaW8XSXpARevB7PnZqdC3
i-6962e6a547ff5795-25	6	Q5716662	i-6TprtYFyxRg9pn4wo3hSaf
i-6962e6a547ff5795-26	6	Q5716662	i-6TprtYFyxRg9pn4wo3hSaf
i-5jydL24iNKnx36CqnsJpTz	6	Q5716662	i-6TprtYFyxRg9pn4wo3hSaf
i-6962e6a547ff5795-27	6	unknown	i-A2Sd1miWtgHiM5W5XoA5ta
